2023-12-25 07:54:29.543 , d85d3fa9-05fe-4b57-b5d2-5da459c5a337 , SELL, Qty :1 , Price : 100-00, State : QUOTED
2023-12-25 07:54:29.621 , 289821d3-c1d4-41e7-975b-40786fc720d7 , SELL, Qty :1 , Price : 100-00, State : DONE

2023-12-25 07:54:29.622 , 289821d3-c1d4-41e7-975b-40786fc720d7 , SELL, Qty :1 , Price : 101-002, State : RECEIVED

2023-12-25 07:54:29.622 , 3208db51-571f-4c90-9762-33ead7a35a6e , BUY, Qty :0 , Price : 100-00, State : QUOTED

2023-12-25 07:54:29.623 , 3208db51-571f-4c90-9762-33ead7a35a6e , BUY, Qty :0 , Price : 100-00, State : DONE

2023-12-25 07:54:29.623 , 3208db51-571f-4c90-9762-33ead7a35a6e , BUY, Qty :0 , Price : 101-02+, State : RECEIVED

2023-12-25 07:54:29.623 , da54e80c-1490-4e3d-b000-c1bc1a9e0628 , SELL, Qty :1 , Price : 100-00, State : QUOTED

2023-12-25 07:54:29.624 , da54e80c-1490-4e3d-b000-c1bc1a9e0628 , SELL, Qty :1 , Price : 100-00, State : DONE

2023-12-25 07:54:29.624 , da54e80c-1490-4e3d-b000-c1bc1a9e0628 , SELL, Qty :1 , Price : 101-312, State : RECEIVED

2023-12-25 07:54:29.625 , 4cdabdae-ef72-4723-a308-055fe67cddc4 , SELL, Qty :1 , Price : 100-00, State : QUOTED

2023-12-25 07:54:29.625 , 4cdabdae-ef72-4723-a308-055fe67cddc4 , SELL, Qty :1 , Price : 100-00, State : DONE

2023-12-25 07:54:29.625 , 4cdabdae-ef72-4723-a308-055fe67cddc4 , SELL, Qty :1 , Price : 101-02+, State : RECEIVED

2023-12-25 07:54:29.626 , d0f2d07b-27e9-420c-9c24-7043b1bb5e7e , SELL, Qty :1 , Price : 100-00, State : QUOTED

2023-12-25 07:54:29.626 , d0f2d07b-27e9-420c-9c24-7043b1bb5e7e , SELL, Qty :1 , Price : 100-00, State : DONE

2023-12-25 07:54:29.626 , d0f2d07b-27e9-420c-9c24-7043b1bb5e7e , SELL, Qty :1 , Price : 101-23+, State : RECEIVED

2023-12-25 07:54:29.627 , 23b6c10f-a104-4630-828f-6235cb931673 , BUY, Qty :0 , Price : 100-00, State : QUOTED

2023-12-25 07:54:29.627 , 23b6c10f-a104-4630-828f-6235cb931673 , BUY, Qty :0 , Price : 100-00, State : DONE

2023-12-25 07:54:29.627 , 23b6c10f-a104-4630-828f-6235cb931673 , BUY, Qty :0 , Price : 99-206, State : RECEIVED

