2023-12-25 07:55:24.272 , MJFVHBOV , Side:BID , Price:98.996094 , Qty:10000000.000000

2023-12-25 07:55:24.872 , XBXADARM , Side:OFFER , Price:99.593750 , Qty:10000000.000000

2023-12-25 07:55:24.873 , TRPYGQOW , Side:BID , Price:99.585938 , Qty:10000000.000000

2023-12-25 07:55:24.873 , USOVROBV , Side:OFFER , Price:99.593750 , Qty:10000000.000000

2023-12-25 07:55:24.874 , UKXKMZVV , Side:BID , Price:99.589844 , Qty:10000000.000000

2023-12-25 07:55:24.874 , SMOCMZVY , Side:OFFER , Price:99.597656 , Qty:10000000.000000

2023-12-25 07:55:24.875 , DSRTPMXV , Side:BID , Price:99.589844 , Qty:10000000.000000

2023-12-25 07:55:24.876 , RWVSZBHS , Side:OFFER , Price:99.597656 , Qty:10000000.000000

2023-12-25 07:55:24.876 , LVGCEQDC , Side:BID , Price:99.589844 , Qty:10000000.000000

2023-12-25 07:55:24.877 , BWZSIPEA , Side:OFFER , Price:99.597656 , Qty:10000000.000000

2023-12-25 07:55:24.877 , IUNNCMAZ , Side:BID , Price:99.589844 , Qty:10000000.000000

2023-12-25 07:55:24.878 , MJAFJLNB , Side:OFFER , Price:99.601562 , Qty:10000000.000000

2023-12-25 07:55:24.878 , LKOGXRVQ , Side:BID , Price:99.593750 , Qty:10000000.000000

2023-12-25 07:55:24.879 , LDGYMMSA , Side:OFFER , Price:99.601562 , Qty:10000000.000000

2023-12-25 07:55:24.880 , DMCPSZLU , Side:BID , Price:99.593750 , Qty:10000000.000000

2023-12-25 07:55:24.880 , XNFBRKLY , Side:OFFER , Price:99.601562 , Qty:10000000.000000

2023-12-25 07:55:24.881 , SXKJGJPH , Side:BID , Price:99.593750 , Qty:10000000.000000

2023-12-25 07:55:24.882 , SRKLUNDQ , Side:OFFER , Price:99.601562 , Qty:10000000.000000

2023-12-25 07:55:24.883 , KGRLLZVF , Side:BID , Price:99.597656 , Qty:10000000.000000

2023-12-25 07:55:24.884 , JGNJTRFU , Side:OFFER , Price:99.605469 , Qty:10000000.000000

2023-12-25 07:55:24.884 , WEPUYBEN , Side:BID , Price:99.597656 , Qty:10000000.000000

2023-12-25 07:55:24.885 , PZMRPGWH , Side:OFFER , Price:99.605469 , Qty:10000000.000000

2023-12-25 07:55:24.885 , OLHCYOWR , Side:BID , Price:99.597656 , Qty:10000000.000000

2023-12-25 07:55:24.886 , ISLSLHAK , Side:OFFER , Price:99.605469 , Qty:10000000.000000

2023-12-25 07:55:24.887 , KZMUWJQO , Side:BID , Price:99.597656 , Qty:10000000.000000

2023-12-25 07:55:24.887 , PGGZVJUY , Side:OFFER , Price:99.609375 , Qty:10000000.000000

2023-12-25 07:55:24.888 , DZGHNYEQ , Side:BID , Price:99.601562 , Qty:10000000.000000

2023-12-25 07:55:24.888 , DCFZXCZB , Side:OFFER , Price:99.609375 , Qty:10000000.000000

2023-12-25 07:55:24.889 , SPOFTJEZ , Side:BID , Price:99.601562 , Qty:10000000.000000

2023-12-25 07:55:24.889 , PJWGKJTK , Side:OFFER , Price:99.609375 , Qty:10000000.000000

2023-12-25 07:55:24.890 , RPYHKOFE , Side:BID , Price:99.601562 , Qty:10000000.000000

2023-12-25 07:55:24.890 , MEIMFJYT , Side:OFFER , Price:99.609375 , Qty:10000000.000000

2023-12-25 07:55:24.891 , YSREMZDZ , Side:BID , Price:99.605469 , Qty:10000000.000000

2023-12-25 07:55:24.891 , UUGYYUNO , Side:OFFER , Price:99.613281 , Qty:10000000.000000

2023-12-25 07:55:24.892 , QQQRGDVX , Side:BID , Price:99.605469 , Qty:10000000.000000

2023-12-25 07:55:24.892 , XNQTGKMH , Side:OFFER , Price:99.613281 , Qty:10000000.000000

2023-12-25 07:55:24.893 , MTBDQXNX , Side:BID , Price:99.605469 , Qty:10000000.000000

2023-12-25 07:55:24.893 , KTDSESQR , Side:OFFER , Price:99.613281 , Qty:10000000.000000

2023-12-25 07:55:24.894 , RYGVAZKI , Side:BID , Price:99.605469 , Qty:10000000.000000

2023-12-25 07:55:24.895 , RWYKJOTA , Side:OFFER , Price:99.617188 , Qty:10000000.000000

2023-12-25 07:55:24.896 , EYREOHTS , Side:BID , Price:99.609375 , Qty:10000000.000000

2023-12-25 07:55:24.896 , BGBDSDPA , Side:OFFER , Price:99.617188 , Qty:10000000.000000

2023-12-25 07:55:24.897 , QRLFLCDS , Side:BID , Price:99.609375 , Qty:10000000.000000

2023-12-25 07:55:24.898 , IXJDJJAQ , Side:OFFER , Price:99.617188 , Qty:10000000.000000

2023-12-25 07:55:24.898 , NXIOJIFW , Side:BID , Price:99.609375 , Qty:10000000.000000

2023-12-25 07:55:24.899 , PQOMFNQA , Side:OFFER , Price:99.617188 , Qty:10000000.000000

2023-12-25 07:55:24.899 , BQLPVKFU , Side:BID , Price:99.613281 , Qty:10000000.000000

2023-12-25 07:55:24.900 , HRQAILKS , Side:OFFER , Price:99.621094 , Qty:10000000.000000

2023-12-25 07:55:24.900 , ARWQSNAR , Side:BID , Price:99.613281 , Qty:10000000.000000

2023-12-25 07:55:24.901 , RZLSUGCH , Side:OFFER , Price:99.621094 , Qty:10000000.000000

2023-12-25 07:55:24.901 , QWOYTSWX , Side:BID , Price:99.613281 , Qty:10000000.000000

2023-12-25 07:55:24.902 , COIOWMNX , Side:OFFER , Price:99.621094 , Qty:10000000.000000

2023-12-25 07:55:24.902 , GKIFPKXQ , Side:BID , Price:99.613281 , Qty:10000000.000000

2023-12-25 07:55:24.903 , KWJWGUCV , Side:OFFER , Price:99.625000 , Qty:10000000.000000

2023-12-25 07:55:24.903 , FCKGMBME , Side:BID , Price:99.617188 , Qty:10000000.000000

2023-12-25 07:55:24.904 , JKLZSVEV , Side:OFFER , Price:99.625000 , Qty:10000000.000000

2023-12-25 07:55:24.904 , ZBZDXISZ , Side:BID , Price:99.617188 , Qty:10000000.000000

2023-12-25 07:55:24.905 , MEUYTVZW , Side:OFFER , Price:99.625000 , Qty:10000000.000000

2023-12-25 07:55:24.905 , UGZBIRDM , Side:BID , Price:99.617188 , Qty:10000000.000000

2023-12-25 07:55:24.906 , ZRNVFWOQ , Side:OFFER , Price:99.625000 , Qty:10000000.000000

2023-12-25 07:55:24.906 , HKRYCJDV , Side:BID , Price:99.621094 , Qty:10000000.000000

2023-12-25 07:55:24.907 , KGIBXGNW , Side:OFFER , Price:99.628906 , Qty:10000000.000000

2023-12-25 07:55:24.907 , OXBHVQDT , Side:BID , Price:99.621094 , Qty:10000000.000000

2023-12-25 07:55:24.908 , AWTXPFUH , Side:OFFER , Price:99.628906 , Qty:10000000.000000

2023-12-25 07:55:24.908 , SADHLGWJ , Side:BID , Price:99.621094 , Qty:10000000.000000

2023-12-25 07:55:24.909 , RNOCQUKM , Side:OFFER , Price:99.628906 , Qty:10000000.000000

2023-12-25 07:55:24.909 , WIFMXEPF , Side:BID , Price:99.621094 , Qty:10000000.000000

2023-12-25 07:55:24.910 , JMRJEVZU , Side:OFFER , Price:99.632812 , Qty:10000000.000000

2023-12-25 07:55:24.911 , EBRKODSL , Side:BID , Price:99.625000 , Qty:10000000.000000

2023-12-25 07:55:24.911 , LULWHJUF , Side:OFFER , Price:99.632812 , Qty:10000000.000000

2023-12-25 07:55:24.912 , XBRIKMWJ , Side:BID , Price:99.625000 , Qty:10000000.000000

2023-12-25 07:55:24.913 , OLBJCWSQ , Side:OFFER , Price:99.632812 , Qty:10000000.000000

2023-12-25 07:55:24.913 , JOPJVDQW , Side:BID , Price:99.625000 , Qty:10000000.000000

2023-12-25 07:55:24.914 , YVAPLYBN , Side:OFFER , Price:99.632812 , Qty:10000000.000000

2023-12-25 07:55:24.914 , WGGWORGE , Side:BID , Price:99.628906 , Qty:10000000.000000

2023-12-25 07:55:24.915 , WSVSCRTC , Side:OFFER , Price:99.636719 , Qty:10000000.000000

2023-12-25 07:55:24.915 , UHKFWROD , Side:BID , Price:99.628906 , Qty:10000000.000000

2023-12-25 07:55:24.916 , KJGMQIYZ , Side:OFFER , Price:99.636719 , Qty:10000000.000000

2023-12-25 07:55:24.916 , HNYCMLLK , Side:BID , Price:99.628906 , Qty:10000000.000000

2023-12-25 07:55:24.917 , SUPXIFTB , Side:OFFER , Price:99.636719 , Qty:10000000.000000

2023-12-25 07:55:24.917 , SCWQOFKQ , Side:BID , Price:99.628906 , Qty:10000000.000000

2023-12-25 07:55:24.918 , VCKZPJSO , Side:OFFER , Price:99.640625 , Qty:10000000.000000

2023-12-25 07:55:24.919 , SNAPWZEC , Side:BID , Price:99.632812 , Qty:10000000.000000

2023-12-25 07:55:24.919 , XAVZVFMH , Side:OFFER , Price:99.640625 , Qty:10000000.000000

2023-12-25 07:55:24.920 , IFBLIEAW , Side:BID , Price:99.632812 , Qty:10000000.000000

2023-12-25 07:55:24.920 , JNQMFEFJ , Side:OFFER , Price:99.640625 , Qty:10000000.000000

2023-12-25 07:55:24.921 , DNAHPBFK , Side:BID , Price:99.632812 , Qty:10000000.000000

2023-12-25 07:55:24.921 , DHYOXHEE , Side:OFFER , Price:99.640625 , Qty:10000000.000000

2023-12-25 07:55:24.922 , AIREHBPM , Side:BID , Price:99.636719 , Qty:10000000.000000

2023-12-25 07:55:24.922 , OEWFVIFJ , Side:OFFER , Price:99.644531 , Qty:10000000.000000

2023-12-25 07:55:24.923 , NFMLJCIW , Side:BID , Price:99.636719 , Qty:10000000.000000

2023-12-25 07:55:24.923 , DERUMZVI , Side:OFFER , Price:99.644531 , Qty:10000000.000000

2023-12-25 07:55:24.924 , NIGTQGKO , Side:BID , Price:99.636719 , Qty:10000000.000000

2023-12-25 07:55:24.924 , OVWQBPUF , Side:OFFER , Price:99.644531 , Qty:10000000.000000

2023-12-25 07:55:24.925 , SFNLANNN , Side:BID , Price:99.636719 , Qty:10000000.000000

2023-12-25 07:55:24.925 , EUTYLVVA , Side:OFFER , Price:99.648438 , Qty:10000000.000000

2023-12-25 07:55:24.926 , RYBOBWAU , Side:BID , Price:99.640625 , Qty:10000000.000000

2023-12-25 07:55:24.926 , DSNDUNAB , Side:OFFER , Price:99.648438 , Qty:10000000.000000

2023-12-25 07:55:24.927 , OVELZETM , Side:BID , Price:99.640625 , Qty:10000000.000000

2023-12-25 07:55:24.927 , XCHABXUP , Side:OFFER , Price:99.648438 , Qty:10000000.000000

2023-12-25 07:55:24.928 , CENNDQHH , Side:BID , Price:99.640625 , Qty:10000000.000000

2023-12-25 07:55:24.928 , TJFEIDBL , Side:OFFER , Price:99.648438 , Qty:10000000.000000

2023-12-25 07:55:24.929 , XVRZZBDG , Side:BID , Price:99.644531 , Qty:10000000.000000

2023-12-25 07:55:24.929 , CQSVBMHJ , Side:OFFER , Price:99.652344 , Qty:10000000.000000

2023-12-25 07:55:24.930 , EZVKLEQR , Side:BID , Price:99.644531 , Qty:10000000.000000

2023-12-25 07:55:24.930 , BTACAHMU , Side:OFFER , Price:99.652344 , Qty:10000000.000000

2023-12-25 07:55:24.931 , BUYHBYQU , Side:BID , Price:99.644531 , Qty:10000000.000000

2023-12-25 07:55:24.931 , EOUNVOUY , Side:OFFER , Price:99.652344 , Qty:10000000.000000

2023-12-25 07:55:24.932 , QLBMEMXG , Side:BID , Price:99.644531 , Qty:10000000.000000

2023-12-25 07:55:24.932 , AFQKIVQQ , Side:OFFER , Price:99.656250 , Qty:10000000.000000

2023-12-25 07:55:24.933 , YGIDWFGX , Side:BID , Price:99.648438 , Qty:10000000.000000

2023-12-25 07:55:24.933 , UVVSZLYJ , Side:OFFER , Price:99.656250 , Qty:10000000.000000

2023-12-25 07:55:24.934 , MRNNNXHF , Side:BID , Price:99.648438 , Qty:10000000.000000

2023-12-25 07:55:24.935 , VOMXCBRK , Side:OFFER , Price:99.656250 , Qty:10000000.000000

2023-12-25 07:55:24.935 , UXPXEPAI , Side:BID , Price:99.648438 , Qty:10000000.000000

2023-12-25 07:55:24.936 , QPNFFJTX , Side:OFFER , Price:99.656250 , Qty:10000000.000000

2023-12-25 07:55:24.936 , QBWCGTCR , Side:BID , Price:99.652344 , Qty:10000000.000000

2023-12-25 07:55:24.937 , ZVRJNTHW , Side:OFFER , Price:99.660156 , Qty:10000000.000000

2023-12-25 07:55:24.937 , JPWZZJNF , Side:BID , Price:99.652344 , Qty:10000000.000000

2023-12-25 07:55:24.938 , XBEFQHAN , Side:OFFER , Price:99.660156 , Qty:10000000.000000

2023-12-25 07:55:24.938 , ALQCHHWB , Side:BID , Price:99.652344 , Qty:10000000.000000

2023-12-25 07:55:24.939 , LFKKONPG , Side:OFFER , Price:99.660156 , Qty:10000000.000000

2023-12-25 07:55:24.939 , UCMTTGYI , Side:BID , Price:99.652344 , Qty:10000000.000000

2023-12-25 07:55:24.940 , GYDVZAZO , Side:OFFER , Price:99.664062 , Qty:10000000.000000

2023-12-25 07:55:24.941 , NYDAYJUH , Side:BID , Price:99.656250 , Qty:10000000.000000

2023-12-25 07:55:24.941 , VSUFGRBL , Side:OFFER , Price:99.664062 , Qty:10000000.000000

2023-12-25 07:55:24.942 , CELNWLLR , Side:BID , Price:99.656250 , Qty:10000000.000000

2023-12-25 07:55:24.942 , IQGQXYMX , Side:OFFER , Price:99.664062 , Qty:10000000.000000

2023-12-25 07:55:24.943 , XQSFNHUL , Side:BID , Price:99.656250 , Qty:10000000.000000

2023-12-25 07:55:24.944 , WMFBERGL , Side:OFFER , Price:99.664062 , Qty:10000000.000000

2023-12-25 07:55:24.944 , UWYUNPRR , Side:BID , Price:99.660156 , Qty:10000000.000000

2023-12-25 07:55:24.945 , LFXAHTZE , Side:OFFER , Price:99.667969 , Qty:10000000.000000

2023-12-25 07:55:24.945 , YCSIWACX , Side:BID , Price:99.660156 , Qty:10000000.000000

2023-12-25 07:55:24.946 , HCYPQFMZ , Side:OFFER , Price:99.667969 , Qty:10000000.000000

2023-12-25 07:55:24.947 , ORVHHUAF , Side:BID , Price:99.660156 , Qty:10000000.000000

2023-12-25 07:55:24.947 , NSWWVVDR , Side:OFFER , Price:99.667969 , Qty:10000000.000000

2023-12-25 07:55:24.948 , OEMFIRAD , Side:BID , Price:99.660156 , Qty:10000000.000000

2023-12-25 07:55:24.948 , FFSRYMSQ , Side:OFFER , Price:99.671875 , Qty:10000000.000000

2023-12-25 07:55:24.949 , NCAYYLDS , Side:BID , Price:99.664062 , Qty:10000000.000000

2023-12-25 07:55:24.949 , VBPPTYYF , Side:OFFER , Price:99.671875 , Qty:10000000.000000

2023-12-25 07:55:24.950 , SKILNMWW , Side:BID , Price:99.664062 , Qty:10000000.000000

2023-12-25 07:55:24.950 , CHIFYWUD , Side:OFFER , Price:99.671875 , Qty:10000000.000000

2023-12-25 07:55:24.951 , MIRZITEZ , Side:BID , Price:99.664062 , Qty:10000000.000000

2023-12-25 07:55:24.951 , ZMREZABR , Side:OFFER , Price:99.671875 , Qty:10000000.000000

2023-12-25 07:55:24.952 , UWGKTGMC , Side:BID , Price:99.667969 , Qty:10000000.000000

2023-12-25 07:55:24.952 , JXTUAINH , Side:OFFER , Price:99.675781 , Qty:10000000.000000

2023-12-25 07:55:24.953 , HNHPUDWV , Side:BID , Price:99.667969 , Qty:10000000.000000

2023-12-25 07:55:24.953 , NIGCMCJG , Side:OFFER , Price:99.675781 , Qty:10000000.000000

2023-12-25 07:55:24.954 , WHZTWHRB , Side:BID , Price:99.667969 , Qty:10000000.000000

2023-12-25 07:55:24.955 , IHOYRJAH , Side:OFFER , Price:99.675781 , Qty:10000000.000000

2023-12-25 07:55:24.955 , XGWHZUHA , Side:BID , Price:99.667969 , Qty:10000000.000000

2023-12-25 07:55:24.956 , IGDXKOXF , Side:OFFER , Price:99.679688 , Qty:10000000.000000

2023-12-25 07:55:24.956 , QYCSZYYE , Side:BID , Price:99.671875 , Qty:10000000.000000

2023-12-25 07:55:24.957 , WNIUTEML , Side:OFFER , Price:99.679688 , Qty:10000000.000000

2023-12-25 07:55:24.957 , IKYKTJFW , Side:BID , Price:99.671875 , Qty:10000000.000000

2023-12-25 07:55:24.958 , PZQKEKHI , Side:OFFER , Price:99.679688 , Qty:10000000.000000

2023-12-25 07:55:24.958 , VOTSGYSM , Side:BID , Price:99.671875 , Qty:10000000.000000

2023-12-25 07:55:24.959 , ZTCTAZDT , Side:OFFER , Price:99.679688 , Qty:10000000.000000

2023-12-25 07:55:24.959 , MGLEWURC , Side:BID , Price:99.675781 , Qty:10000000.000000

2023-12-25 07:55:24.960 , YMEBFNRP , Side:OFFER , Price:99.683594 , Qty:10000000.000000

2023-12-25 07:55:24.960 , KWMIPKRU , Side:BID , Price:99.675781 , Qty:10000000.000000

2023-12-25 07:55:24.961 , BUYAPQHU , Side:OFFER , Price:99.683594 , Qty:10000000.000000

2023-12-25 07:55:24.961 , TTMUQLTS , Side:BID , Price:99.675781 , Qty:10000000.000000

2023-12-25 07:55:24.962 , HZSSJTPP , Side:OFFER , Price:99.683594 , Qty:10000000.000000

2023-12-25 07:55:24.962 , TSZFBXTA , Side:BID , Price:99.675781 , Qty:10000000.000000

2023-12-25 07:55:24.963 , LROQDOGP , Side:OFFER , Price:99.687500 , Qty:10000000.000000

2023-12-25 07:55:24.963 , NPKWDHRD , Side:BID , Price:99.679688 , Qty:10000000.000000

2023-12-25 07:55:24.964 , XKKFGLTA , Side:OFFER , Price:99.687500 , Qty:10000000.000000

2023-12-25 07:55:24.964 , PELNHWGS , Side:BID , Price:99.679688 , Qty:10000000.000000

2023-12-25 07:55:24.965 , IEANTJRJ , Side:OFFER , Price:99.687500 , Qty:10000000.000000

2023-12-25 07:55:24.965 , MDNCQCVU , Side:BID , Price:99.679688 , Qty:10000000.000000

2023-12-25 07:55:24.966 , BEKLXLRB , Side:OFFER , Price:99.687500 , Qty:10000000.000000

2023-12-25 07:55:24.967 , UFWOPUNW , Side:BID , Price:99.683594 , Qty:10000000.000000

2023-12-25 07:55:24.967 , ALDMEYXG , Side:OFFER , Price:99.691406 , Qty:10000000.000000

2023-12-25 07:55:24.968 , OWMUWJXY , Side:BID , Price:99.683594 , Qty:10000000.000000

2023-12-25 07:55:24.968 , YMRYRMJL , Side:OFFER , Price:99.691406 , Qty:10000000.000000

2023-12-25 07:55:24.969 , UUQXLLVL , Side:BID , Price:99.683594 , Qty:10000000.000000

2023-12-25 07:55:24.969 , BMRDJRZV , Side:OFFER , Price:99.691406 , Qty:10000000.000000

2023-12-25 07:55:24.970 , HKCWKMOK , Side:BID , Price:99.683594 , Qty:10000000.000000

2023-12-25 07:55:24.970 , DHZTDAZG , Side:OFFER , Price:99.695312 , Qty:10000000.000000

2023-12-25 07:55:24.971 , SAVONYPR , Side:BID , Price:99.687500 , Qty:10000000.000000

2023-12-25 07:55:24.971 , ZAFNHEJM , Side:OFFER , Price:99.695312 , Qty:10000000.000000

2023-12-25 07:55:24.972 , DMJLBGGF , Side:BID , Price:99.687500 , Qty:10000000.000000

2023-12-25 07:55:24.972 , OVAQAUHP , Side:OFFER , Price:99.695312 , Qty:10000000.000000

2023-12-25 07:55:24.973 , QTOEURNQ , Side:BID , Price:99.687500 , Qty:10000000.000000

2023-12-25 07:55:24.974 , XFHCTWML , Side:OFFER , Price:99.695312 , Qty:10000000.000000

2023-12-25 07:55:24.974 , FVLLPAUZ , Side:BID , Price:99.691406 , Qty:10000000.000000

2023-12-25 07:55:24.975 , TINDVSFP , Side:OFFER , Price:99.699219 , Qty:10000000.000000

2023-12-25 07:55:24.975 , LMDRDEHB , Side:BID , Price:99.691406 , Qty:10000000.000000

2023-12-25 07:55:24.976 , KVNTSQIZ , Side:OFFER , Price:99.699219 , Qty:10000000.000000

2023-12-25 07:55:24.976 , LREWXWIM , Side:BID , Price:99.691406 , Qty:10000000.000000

2023-12-25 07:55:24.977 , CSLJIOLG , Side:OFFER , Price:99.699219 , Qty:10000000.000000

2023-12-25 07:55:24.977 , RKHXPYXH , Side:BID , Price:99.691406 , Qty:10000000.000000

2023-12-25 07:55:24.978 , KAEWIESR , Side:OFFER , Price:99.703125 , Qty:10000000.000000

2023-12-25 07:55:24.979 , HOFREBEN , Side:BID , Price:99.695312 , Qty:10000000.000000

2023-12-25 07:55:24.979 , MFTTHQXH , Side:OFFER , Price:99.703125 , Qty:10000000.000000

2023-12-25 07:55:24.980 , CXVSDWSQ , Side:BID , Price:99.695312 , Qty:10000000.000000

2023-12-25 07:55:24.980 , BBIHSQAS , Side:OFFER , Price:99.703125 , Qty:10000000.000000

2023-12-25 07:55:24.981 , GIGAOBKK , Side:BID , Price:99.695312 , Qty:10000000.000000

2023-12-25 07:55:24.981 , KIFEPBYJ , Side:OFFER , Price:99.703125 , Qty:10000000.000000

2023-12-25 07:55:24.982 , FUPYXDHZ , Side:BID , Price:99.699219 , Qty:10000000.000000

2023-12-25 07:55:24.982 , HPQWPIDE , Side:OFFER , Price:99.707031 , Qty:10000000.000000

2023-12-25 07:55:24.983 , NREFJLVA , Side:BID , Price:99.699219 , Qty:10000000.000000

2023-12-25 07:55:24.983 , SLWWFDLV , Side:OFFER , Price:99.707031 , Qty:10000000.000000

2023-12-25 07:55:24.984 , TFGSHQEE , Side:BID , Price:99.699219 , Qty:10000000.000000

2023-12-25 07:55:24.984 , KRISYYSC , Side:OFFER , Price:99.707031 , Qty:10000000.000000

2023-12-25 07:55:24.985 , ZVQEPLOX , Side:BID , Price:99.699219 , Qty:10000000.000000

2023-12-25 07:55:24.985 , KHCAGFBX , Side:OFFER , Price:99.710938 , Qty:10000000.000000

2023-12-25 07:55:24.986 , NKSFXSDV , Side:BID , Price:99.703125 , Qty:10000000.000000

2023-12-25 07:55:24.987 , CNSMLITX , Side:OFFER , Price:99.710938 , Qty:10000000.000000

2023-12-25 07:55:24.987 , ZXFXZNBU , Side:BID , Price:99.703125 , Qty:10000000.000000

2023-12-25 07:55:24.988 , BFUIQZEU , Side:OFFER , Price:99.710938 , Qty:10000000.000000

2023-12-25 07:55:24.988 , BFFLKVOS , Side:BID , Price:99.703125 , Qty:10000000.000000

2023-12-25 07:55:24.989 , BYMUEUES , Side:OFFER , Price:99.710938 , Qty:10000000.000000

2023-12-25 07:55:24.989 , OPMWWVIL , Side:BID , Price:99.707031 , Qty:10000000.000000

2023-12-25 07:55:24.990 , SJXXDMGF , Side:OFFER , Price:99.714844 , Qty:10000000.000000

2023-12-25 07:55:24.990 , XMIMVMUK , Side:BID , Price:99.707031 , Qty:10000000.000000

2023-12-25 07:55:24.991 , PRPXEIVH , Side:OFFER , Price:99.714844 , Qty:10000000.000000

2023-12-25 07:55:24.991 , HKROJKUQ , Side:BID , Price:99.707031 , Qty:10000000.000000

2023-12-25 07:55:24.992 , FUAWEKBA , Side:OFFER , Price:99.714844 , Qty:10000000.000000

2023-12-25 07:55:24.993 , CRJKYARH , Side:BID , Price:99.707031 , Qty:10000000.000000

2023-12-25 07:55:24.993 , VGMAWMEA , Side:OFFER , Price:99.718750 , Qty:10000000.000000

2023-12-25 07:55:24.994 , ADULAOJZ , Side:BID , Price:99.710938 , Qty:10000000.000000

2023-12-25 07:55:24.994 , VLXOZHFC , Side:OFFER , Price:99.718750 , Qty:10000000.000000

2023-12-25 07:55:24.995 , CMYQNRQR , Side:BID , Price:99.710938 , Qty:10000000.000000

2023-12-25 07:55:24.995 , EKFUSUEC , Side:OFFER , Price:99.718750 , Qty:10000000.000000

2023-12-25 07:55:24.996 , MHVGYWXO , Side:BID , Price:99.710938 , Qty:10000000.000000

2023-12-25 07:55:24.996 , OBYOWMCO , Side:OFFER , Price:99.718750 , Qty:10000000.000000

2023-12-25 07:55:24.997 , GOEULHMA , Side:BID , Price:99.714844 , Qty:10000000.000000

2023-12-25 07:55:24.997 , TQWLOMKX , Side:OFFER , Price:99.722656 , Qty:10000000.000000

2023-12-25 07:55:24.998 , TMLAXENF , Side:BID , Price:99.714844 , Qty:10000000.000000

2023-12-25 07:55:24.998 , GNNGBHNF , Side:OFFER , Price:99.722656 , Qty:10000000.000000

2023-12-25 07:55:24.999 , REBBTRIA , Side:BID , Price:99.714844 , Qty:10000000.000000

2023-12-25 07:55:24.999 , BBVZAXWI , Side:OFFER , Price:99.722656 , Qty:10000000.000000

2023-12-25 07:55:25.000 , CUAYTQMX , Side:BID , Price:99.714844 , Qty:10000000.000000

2023-12-25 07:55:25.000 , YRRNKITR , Side:OFFER , Price:99.726562 , Qty:10000000.000000

2023-12-25 07:55:25.001 , ERWKZLSH , Side:BID , Price:99.718750 , Qty:10000000.000000

2023-12-25 07:55:25.001 , UTMKDZKQ , Side:OFFER , Price:99.726562 , Qty:10000000.000000

2023-12-25 07:55:25.002 , ZYIWDPAK , Side:BID , Price:99.718750 , Qty:10000000.000000

2023-12-25 07:55:25.002 , LCCRXQBA , Side:OFFER , Price:99.726562 , Qty:10000000.000000

2023-12-25 07:55:25.003 , SRHMDOBL , Side:BID , Price:99.718750 , Qty:10000000.000000

2023-12-25 07:55:25.003 , HBDIFMEI , Side:OFFER , Price:99.726562 , Qty:10000000.000000

2023-12-25 07:55:25.004 , VHGXLDJS , Side:BID , Price:99.722656 , Qty:10000000.000000

2023-12-25 07:55:25.004 , BLOYRYBM , Side:OFFER , Price:99.730469 , Qty:10000000.000000

2023-12-25 07:55:25.005 , CDMXJVLT , Side:BID , Price:99.722656 , Qty:10000000.000000

2023-12-25 07:55:25.005 , PRZGYBBM , Side:OFFER , Price:99.730469 , Qty:10000000.000000

2023-12-25 07:55:25.006 , PKBZTLOE , Side:BID , Price:99.722656 , Qty:10000000.000000

2023-12-25 07:55:25.006 , RTIYWIDM , Side:OFFER , Price:99.730469 , Qty:10000000.000000

2023-12-25 07:55:25.007 , ZVVVJQLO , Side:BID , Price:99.722656 , Qty:10000000.000000

2023-12-25 07:55:25.007 , WWFUHFYS , Side:OFFER , Price:99.734375 , Qty:10000000.000000

2023-12-25 07:55:25.008 , CNSMMJGT , Side:BID , Price:99.726562 , Qty:10000000.000000

2023-12-25 07:55:25.008 , EJZSEGSV , Side:OFFER , Price:99.734375 , Qty:10000000.000000

2023-12-25 07:55:25.009 , TSQYBRTB , Side:BID , Price:99.726562 , Qty:10000000.000000

2023-12-25 07:55:25.009 , ACPBIOLB , Side:OFFER , Price:99.734375 , Qty:10000000.000000

2023-12-25 07:55:25.010 , ERBLUDXM , Side:BID , Price:99.726562 , Qty:10000000.000000

2023-12-25 07:55:25.010 , AKHHBJSJ , Side:OFFER , Price:99.734375 , Qty:10000000.000000

2023-12-25 07:55:25.011 , MPBEKDUZ , Side:BID , Price:99.730469 , Qty:10000000.000000

2023-12-25 07:55:25.012 , GOEBONPU , Side:OFFER , Price:99.738281 , Qty:10000000.000000

2023-12-25 07:55:25.012 , FWOKNBWR , Side:BID , Price:99.730469 , Qty:10000000.000000

2023-12-25 07:55:25.013 , OAYJSYRU , Side:OFFER , Price:99.738281 , Qty:10000000.000000

2023-12-25 07:55:25.013 , HFWVSQBO , Side:BID , Price:99.730469 , Qty:10000000.000000

2023-12-25 07:55:25.014 , AQVRNEAX , Side:OFFER , Price:99.738281 , Qty:10000000.000000

2023-12-25 07:55:25.014 , XIONSCEW , Side:BID , Price:99.730469 , Qty:10000000.000000

2023-12-25 07:55:25.015 , JOLPJZPA , Side:OFFER , Price:99.742188 , Qty:10000000.000000

